         128502091 function calls (127962783 primitive calls) in 2091.010 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:636(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:213(_screen_shape_wrapper)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
       12    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        1    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:978(_find_data_type_)
        7    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:1284(__setattr__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\GifImagePlugin.py:63(GifImageFile)
        1    0.000    0.000    0.000    0.000 <frozen runpy>:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\random.py:128(seed)
        5    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3389(register_open)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:1198(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2969(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\writer.py:111(add_graph)
        1    0.000    0.000    0.005    0.005 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageFile.py:524(_encode_tile)
        2    0.000    0.000    0.002    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:1250(assert_close)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:235(_make_methods)
       21    0.000    0.000    0.000    0.000 {built-in method torch._C._set_worker_pids}
        4    0.000    0.000    0.000    0.000 {method 'requires_grad_' of 'torch._C._TensorBase' objects}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       19    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\module.py:1698(remove_from)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:1428(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:645(Union)
        9    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
       59    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3023(from_callable)
       21    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\distributed\distributed_c10d.py:437(default_pg)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:1136(QualnameWrapper)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\queue.py:206(_init)
        8    0.000    0.000    0.000    0.000 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\hierarchical_loss.py:12(get_children)
        2    0.000    0.000    0.054    0.027 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\shape_base.py:223(vstack)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x00000277A5B12F20}
       22    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:252(get)
        4    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:347(_check_inputs_isinstance)
       11    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3439(register_extension)
      114    0.000    0.000    0.000    0.000 {method 'Clear' of 'google._upb._message.Message' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\serialization.py:538(_check_dill_version)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:932(_check_for_existing_members_)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2037(_signature_bound_method)
       20    0.000    0.000    0.000    0.000 {built-in method torch._C._remove_worker_pids}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\queues.py:35(Queue)
     20/8    0.000    0.000    0.000    0.000 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\hierarchical_loss.py:7(get_path_from_root)
       20    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:688(__call__)
       59    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:405(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:1340(__init__)
        9    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:89(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:47(_is_dunder)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\init.py:363(_calculate_correct_fan)
       10    0.000    0.000    0.000    0.000 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\cifar.py:115(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'cpu' of 'torch._C._TensorBase' objects}
       17    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\_binary.py:101(o32be)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'ImagingCore' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:715(_compare_attributes)
        6    0.000    0.000    0.043    0.007 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorboard\summary\writer\event_file_writer.py:119(flush)
        1    0.000    0.000    0.012    0.012 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\_monitor.py:30(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:88(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       12    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:434(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:685(Optional)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:1328(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\utils.py:24(_reverse_repeat_tuple)
       21    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\_utils\signal_handling.py:47(_set_SIGCHLD_handler)
       27    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:262(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\loss.py:29(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\cuda\__init__.py:227(_lazy_call)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\datasets\cifar.py:101(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_jit_internal.py:303(get_callable_argument_names)
        3    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:942(_get_mixins_)
       12    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\tokenize.py:323(read_or_stop)
        3    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:170(append)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:666(_process_inputs)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_tensor.py:964(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\context.py:70(RLock)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:2071(resize)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_convert_np.py:29(_prepare_pytorch)
       32    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_builtins.py:142(_get_builtin_table)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:1501(__and__)
        2    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:816(_compare_values)
        1    0.000    0.000    0.003    0.003 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\sgd.py:10(__init__)
       17    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:875(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\shape_base.py:81(atleast_2d)
        2    0.000    0.000    0.054    0.027 <__array_function__ internals>:177(vstack)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\init.py:122(uniform_)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_ops.py:41(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\queues.py:337(SimpleQueue)
       10    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\_distutils_hack\__init__.py:77(find_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:159(_type_convert)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:386(__getattr__)
        7    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:78(_is_private)
       30    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        4    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:692(_check_supported)
       11    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorboard\summary\writer\event_file_writer.py:102(get_logdir)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\BmpImagePlugin.py:62(BmpImageFile)
       21    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:388(multiprocessing_context)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_schema}
       33    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageMode.py:25(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\hierarchical_loss.py:70(get_leafs)
       15    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\utils.py:30(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:3152(ndim)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\module.py:496(register_buffer)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_pytorch_graph.py:364(_set_model_to_eval)
        7    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:58(_is_sunder)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\hierarchical_loss.py:40(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:142(_crc32)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:825(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\random.py:119(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_script.py:237(items)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:1847(_setup_angle)
        2    0.000    0.000    0.001    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\__init__.py:178(sub)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:772(__getattr__)
        1    0.000    0.000    0.001    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\traceback.py:213(format_stack)
       13    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\module.py:2195(named_parameters)
       20    0.000    0.000    0.000    0.000 {built-in method sys.audit}
       20    0.000    0.000    0.000    0.000 {method '_is_mine' of '_multiprocessing.SemLock' objects}
       14    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       10    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        2    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:115(create_mp_lock)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\hierarchical_loss.py:41(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:363(Barrier)
        8    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:308(_remove_dups_flatten)
       12    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:1006(_find_new_)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:729(getmro)
      2/1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:468(__getitem__)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:471(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:46(SemLock)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\autograd\anomaly_mode.py:110(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C.offset}
        2    0.000    0.000    0.054    0.027 <__array_function__ internals>:177(concatenate)
       13    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\module.py:2170(parameters)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_script.py:691(graph)
        7    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:1233(_is_dunder)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\JpegPresets.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\hierarchical_loss.py:23(get_nb_nn_outputs)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:735(unwrap)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:462(wrap_retval)
       10    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\serialization.py:407(__enter__)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C.uses}
        1    0.000    0.000    0.001    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\cuda\random.py:109(manual_seed_all)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\storage.py:345(_dtype_to_storage_type_map)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:464(_process_inputs)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:462(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\optimizer.py:399(_patch_step_function)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\sampler.py:129(__init__)
       13    0.000    0.000    0.000    0.000 <frozen _collections_abc>:283(__subclasshook__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\loss.py:1172(__init__)
       12    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:222(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\GifImagePlugin.py:39(LoadingStrategy)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:444(_uniq)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3450(register_extensions)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\autograd\function.py:627(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:319(expanduser)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:231(splitext)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\loss.py:20(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\dropout.py:13(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\hierarchical_loss.py:42(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3416(register_save)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:958(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3405(register_mime)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:1093(__new__)
        8    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\module.py:2224(<lambda>)
       20    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ndim)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:1170(copy)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\sampler.py:256(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:367(_escape)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:343(_inputs_not_supported)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:1184(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method torch.is_anomaly_enabled}
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:457(_supported_types)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\shape_base.py:218(_vhstack_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:678(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3018(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_methods.py:103(_clip_dep_is_byte_swapped)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorboard\summary\writer\record_writer.py:23(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3277(signature)
       12    0.000    0.000    0.000    0.000 <frozen codecs>:214(setstate)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:424(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:551(_supported_types)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\JpegImagePlugin.py:345(JpegImageFile)
        7    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:69(_is_internal_class)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:466(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:167(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:1855(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\autograd\function.py:620(_nested_map)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:463(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:1245(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:467(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:475(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(_resolve_filename)
       10    0.000    0.000    0.000    0.000 {built-in method math.isnan}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\popen_spawn_win32.py:38(Popen)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:464(<listcomp>)
